Artist Name,Track Name,Cover Art URL,Genre
Vani Jairam,Ranaji Main To Govind,https://i.scdn.co/image/ab67616d0000b273a3b09e7f2316c65a00cc50fe,"classic kollywood, filmi"
Russill Paul,Arunachala,https://i.scdn.co/image/ab67616d0000b2734d3cdca88654acdb1e54cb78,kirtan
Donna De Lory,Om Nama Shivaya,https://i.scdn.co/image/ab67616d0000b273712d716ca8b9ce883488a1a7,"hare krishna, kirtan"
Nadaka,Annapurna,https://i.scdn.co/image/ab67616d0000b2731ff2e660bb97bc0e0a6daed9,"kirtan, meditation"
The Fugs,Hare Krishna - 2006 Remaster,https://i.scdn.co/image/ab67616d0000b273bf0c4625466ad9042d888dd5,"experimental rock, protopunk, psychedelic rock"
Devaki Pandit,Raag Miyan Malhar,https://i.scdn.co/image/ab67616d0000b273c84c036eee10e2b3edad80be,"bhajan, mantra"
Bhagavan Das,Krishna Kali (feat. Kali Dharma),https://i.scdn.co/image/ab67616d0000b27316bfb4354e322b6a52b818d1,"hare krishna, kirtan"
Kishori Amonkar,Mi Maze Mohit,https://i.scdn.co/image/ab67616d0000b273ff107e6067eb216a53047786,"hindustani classical, hindustani vocal, indian classical, khayal"
Karuna,Guru Mata Pita,https://i.scdn.co/image/ab67616d0000b27346d673db393f98d691ca4a93,N/A
Sanjeev Abhyankar,Om Chant For Meditation,https://i.scdn.co/image/ab67616d0000b2733227a213f6851ef1b768d074,"bhajan, hindustani vocal, indian classical, khayal"
Solala Towler,Eternal Om,https://i.scdn.co/image/ab67616d0000b273ccd914e35112395a93982b66,N/A
Christopher Lloyd Clarke,Om Mantra,https://i.scdn.co/image/ab67616d0000b2735b10261503b9f789872d6ea4,tone
Lata Mangeshkar,Chala Vasi Des,https://i.scdn.co/image/ab67616d0000b27300c68ac1e34ca336d8763e47,"classic bollywood, filmi, lata"
M. S. Subbulakshmi,Prabhuji Tum Bin Kaun Sahai,https://i.scdn.co/image/ab67616d0000b273ca0241f052282f859f8b3233,"carnatic, carnatic vocal, indian classical"
Girija Devi,Kaisi Dhoom Machai (Hori Kafi) - Raga Kafi - Deepchandi,https://i.scdn.co/image/ab67616d0000b27382c70213f1d8317671829861,"hindustani classical, hindustani vocal, indian classical, khayal"
Yogi Hari,Om Namah Shivayah 5,https://i.scdn.co/image/ab67616d0000b2734cf5c4757cc874bf58e6935f,"bhajan, hare krishna, mantra"
Jagadguru Shri Kripalu Ji Maharaj,Shri Radhe Radhe,https://i.scdn.co/image/ab67616d0000b2736e6d9a9c54d043ac5e0802e3,N/A
Amma,Radha Ramana (Vintage Version),https://i.scdn.co/image/ab67616d0000b273b8bc4392395fad62536b8cbb,N/A
Ashwini Bhide-Deshpande,Daaro Vaari,https://i.scdn.co/image/ab67616d0000b2736dea10c009f8832bfc5eed0d,"hindustani classical, hindustani vocal, indian classical, khayal"
Sanjeev Abhyankar,Braj Ke Birhee,https://i.scdn.co/image/ab67616d0000b273ff75314983bfadcd5fbac285,"bhajan, hindustani vocal, indian classical, khayal"
S. Gayathri,Tum Bin Mori Koun Khabar Le,https://i.scdn.co/image/ab67616d0000b27331e75411b86923d8e88544f1,carnatic
Lakshmi Shankar,Hey Govinda Hey Gopala,https://i.scdn.co/image/ab67616d0000b273f81a9d7899764f8463843ebf,"hindustani classical, hindustani vocal, indian classical"
Devadas,Radhe Radhe Govinda,https://i.scdn.co/image/ab67616d0000b2730c224be237a19f393cf32c10,kirtan
Ravi Shankar,Gaayatri,https://i.scdn.co/image/ab67616d0000b273ce9901ecb9ede0ba183591d5,"hindustani classical, indian classical, sitar"
Ravi Shankar,Sur Das Bhajan Raga Desh in Dadra (3 Beats),https://i.scdn.co/image/ab67616d0000b273de4b4b52db8bcea8c11733ab,"hindustani classical, indian classical, sitar"
Kaumudi Munshi,Nandlal Nahi Aavun Re,https://i.scdn.co/image/ab67616d0000b2732745236265091dbc28c2274a,N/A
Santhakumari,Gopaala Nanda Gopaala,https://i.scdn.co/image/ab67616d0000b2732da4da4094bef0ef22f195ca,N/A
Ravi Shankar,Sarve Shaam,https://i.scdn.co/image/ab67616d0000b273ce9901ecb9ede0ba183591d5,"hindustani classical, indian classical, sitar"
Amma,Govinda Gopala,https://i.scdn.co/image/ab67616d0000b273051257e4a36fe9aea6780741,N/A
Amma,Muralidhara,https://i.scdn.co/image/ab67616d0000b273fbf6dfe3cbc2c4cd255ce065,N/A
Amma,Radhika Manohara,https://i.scdn.co/image/ab67616d0000b27393303632765c7cfa735a83fb,N/A
Ananda Vdovic,Om Shanti: Mantra for Peace,https://i.scdn.co/image/ab67616d0000b273f14deef56937deb29d58c223,mantra
Aruna Sayeeram,Kirtanam: Î Vela Nannu Brovara,https://i.scdn.co/image/ab67616d0000b27320b696d9bf938b844c66023c,N/A
Sounds of Isha,Thodudaiya Seviyan,https://i.scdn.co/image/ab67616d0000b273c9df6912182e57821a788656,"mantra, sound"
Amar Pal,Dukkhini Re Okule,https://i.scdn.co/image/ab67616d0000b273cc0f7cf330fb3cac50ef3961,bengali folk
Arundhati Holme Chowdhury,Emon Manab Janam Aar Ki Hobe,https://i.scdn.co/image/ab67616d0000b2732a68fdb9e2dcd64593afc6b6,"bengali folk, classic bangla pop"
Bhavna Labadiya,Shyam Piya Mori Rang Do Chunariya,https://i.scdn.co/image/ab67616d0000b2738b56c1d47a0ccc4f4b5e6062,N/A
Sheela Bringi,Invocation: Guru Mantra,https://i.scdn.co/image/ab67616d0000b2733590cebc2b1800fe43f80843,"indian jazz, kirtan"
Yogi Hari,Om Namo Narayananya 1,https://i.scdn.co/image/ab67616d0000b273bfab459641ac2c0854427ef7,"bhajan, hare krishna, mantra"
