Artist Name,Track Name,Cover Art URL,Genre
Richard Strauss,"Metamorphosen, TrV 290 (Arr. for String Orchestra by Éric Mouret)",https://i.scdn.co/image/ab67616d0000b27328f435dcedd8bd95071af761,"classical, german romanticism, post-romantic era"
Giacomo Puccini,"La Bohème, Act I: Si, mi chiamano Mimì",https://i.scdn.co/image/ab67616d0000b273985c9c0b0648c13382c74e7c,"classical, italian opera, italian romanticism, post-romantic era"
George Frideric Handel,Messiah HWV 56 Early Version 1741: Part III: No 45 Air (Basso): The Trumpet Shall Sound,https://i.scdn.co/image/ab67616d0000b273401c8138f30b6c9cd5a36bba,"baroque, classical, early music, english baroque, german baroque"
Vivian Fung,String Quartet No. 1: I. Animato,https://i.scdn.co/image/ab67616d0000b2737c8fe2ba345323d9212db5b8,"21st century classical, canadian classical, canadian contemporary classical"
Robert Schumann,"Schumann: Piano Quartet, Op. 47: III. Andante cantabile",https://i.scdn.co/image/ab67616d0000b273a7398e3ed9cae06c29c0f305,"early romantic era, german romanticism"
Lorenzo Perosi,Piano Quintet No. 3 in A Minor: III. Vivo senza correre,https://i.scdn.co/image/ab67616d0000b273578a3e0ec6fc0e6237fca5e5,N/A
Gabriel Fauré,"Élégie, Op. 24",https://i.scdn.co/image/ab67616d0000b2731e88596aa672f5d5afe60124,"classical, post-romantic era"
Astor Piazzolla,Tango Étude No. 3 (Arr. for Clarinet and String Orchestra by Michele Mangani),https://i.scdn.co/image/ab67616d0000b27386b666dc2c9eda42caff8549,"bandoneon, latin classical, nuevo tango, tango"
George Jeffreys,"Look up, all eyes",https://i.scdn.co/image/ab67616d0000b273ed90459886db85befe3f8126,english baroque
Antonín Dvořák,"Piano Concerto in G Minor, Op. 33: I. Allegro Agitato",https://i.scdn.co/image/ab67616d0000b2733cf897b043f015575f85f52b,"classical, czech classical, late romantic era"
Franz Schubert,"Light and Love, D. 352",https://i.scdn.co/image/ab67616d0000b273b2205d637cd3cad4b2739905,"classical, classical era, early romantic era"
Philippe de Monte,"Madrigali spirituali a 5 voci, Libro 1: No. 4a, Un foco sol la Donna nostra accese",https://i.scdn.co/image/ab67616d0000b27387d24f9019a6f469515a8c2b,"franco-flemish school, madrigal, renaissance"
Johann Sebastian Bach,"Cello Suite No. 3 in C Major, BWV 1009: V. Bourrées I & II",https://i.scdn.co/image/ab67616d0000b2735f6a9be1c3cc564d6142222c,"baroque, classical, early music, german baroque"
Marius Neset,Part 4 - Under the Surface - Live,https://i.scdn.co/image/ab67616d0000b2737ef81895a3f4b5aeaa00f162,"jazz saxophone, norwegian jazz"
Edmund Finnis,Devotions (String Quartet No. 3): I.,https://i.scdn.co/image/ab67616d0000b273f353994da1714728692f0b34,N/A
Anonymous,Romanesca - Galliard - Arr. for Lute by Ron Andrico,https://i.scdn.co/image/ab67616d0000b273b784c1f6c66c8f79b20e03cc,N/A
Frederick Delius,"A Mass of Life, RT II/4, Pt. 1: II. Erhebt eure Herzen, Brüder, hoch! (Recitativ)",https://i.scdn.co/image/ab67616d0000b273c21f76e1f7dbbc1e00dc53f0,"classical, early modern classical, impressionism, post-romantic era"
Nikolai Myaskovsky,"Symphony No. 17 in G-Sharp Minor, Op. 41: III. Allegro, poco Vivace",https://i.scdn.co/image/ab67616d0000b273b3695b541352de94667f02b4,"early modern classical, russian romanticism"
Johann Sebastian Bach,"Die Kunst der Fuge, BWV 1080: Contrapunctus I",https://i.scdn.co/image/ab67616d0000b273e886036ae758bedf71146496,"baroque, classical, early music, german baroque"
Bill Evans,Waltz for Debbie,https://i.scdn.co/image/ab67616d0000b27378b0128b5b1afb72cdeebeee,"bebop, contemporary post-bop, cool jazz, jazz, jazz piano, vocal jazz"
Franz Liszt,"St Stanislaus, S. 688, Scene 4: Orchestral Interlude II. Salve Polonia",https://i.scdn.co/image/ab67616d0000b273dbe68b87da539d8bc392524e,"classical, late romantic era"
Bob Chilcott,Christmas Oratorio: XIII. Hymn: As with gladness men of old,https://i.scdn.co/image/ab67616d0000b27339d4a0cfe10b8faaba2e6c13,"british contemporary classical, choral"
Tobias Stavngaard,Still Stuck in History...,https://i.scdn.co/image/ab67616d0000b2737d7ff1acc3a90eb7a7cff9f8,N/A
Stefan Claas,Maria durch ein Dornwald ging,https://i.scdn.co/image/ab67616d0000b2734ea6af28ce78c8332ac3f26b,N/A
George Frideric Handel,"Tu fedel, tu costante, HWV 171: Aria. Se non ti piace amarmi",https://i.scdn.co/image/ab67616d0000b2738015a75e69e3e4e19d7fd267,"baroque, classical, early music, english baroque, german baroque"
Robert Schumann,"Spanish Romance, Op. 74 - The Smuggler (Arr. For Solo Piano by Carl Tausig) - Duo-Art 7072",https://i.scdn.co/image/ab67616d0000b27350a77e98c28708795d80ee5e,"early romantic era, german romanticism"
Josef Strauss,"Matrosen-Polka, Op. 52 (Arr. Wirth) - Live",https://i.scdn.co/image/ab67616d0000b273a0d533add24353099396d579,N/A
William Byrd,"Jhon, Come Kisse me Now, BK81",https://i.scdn.co/image/ab67616d0000b27367c12e29616fd4aeb210a1d4,"anglican liturgy, choral, classical, early music, english renaissance, renaissance"
Zoltán Kodály,Háry János Suite (Version for Orchestra): II. Bécsi harangjáték,https://i.scdn.co/image/ab67616d0000b273e0315205d033941ff5d01123,"early modern classical, neoclassicism"
Heinrich Marschner,"Klänge aus Osten, Op. 109: Overture",https://i.scdn.co/image/ab67616d0000b273894fc90e598b82fa3dd50b27,"early romantic era, german opera, german romanticism"
Béla Bartók,"Three Village Scenes, BB 87b: I. Wedding",https://i.scdn.co/image/ab67616d0000b273460d29a377a765b652ff329f,"classical, early modern classical, neoclassicism"
Johann Sebastian Bach,"The Well-Tempered Clavier, Vol. I, Prelude and Fugue No. 14 in F-Sharp Minor, BWV 859: II. Fuga",https://i.scdn.co/image/ab67616d0000b273c5b29a6a029ceadc57b759cb,"baroque, classical, early music, german baroque"
Wolfgang Amadeus Mozart,"Piano Concerto No. 23 in A Major, K. 488: II. Adagio",https://i.scdn.co/image/ab67616d0000b27312d854199d0a67b8485fab4d,"classical, classical era"
Amy Beach,"Out of the Depths in B Minor, Op. 130",https://i.scdn.co/image/ab67616d0000b2735295890eb85247743a87ea2f,"american romanticism, post-romantic era"
