Artist Name,Track Name,Cover Art URL,Genre
Chilled Pig,golden hour - piano instrumental,https://i.scdn.co/image/ab67616d0000b2739e80da91e2ef6676bf15a460,N/A
Edward Ong,Seven - Acoustic Instrumental,https://i.scdn.co/image/ab67616d0000b273fe7f320df60a671c473a7445,acoustic guitar cover
Chilled Pig,cruel summer - piano instrumental,https://i.scdn.co/image/ab67616d0000b273f3f3b7931ef7a304f317044c,N/A
Chilled Pig,strangers - piano instrumental,https://i.scdn.co/image/ab67616d0000b2733c97864e3e9534b10b10844c,N/A
Chilled Pig,what was i made for? - Piano Instrumental,https://i.scdn.co/image/ab67616d0000b2733223aea360286260c8f6bcc5,N/A
Chilled Pig,get him back! - piano instrumental,https://i.scdn.co/image/ab67616d0000b273cece5ed00e634b25c8d11d98,N/A
Chilled Pig,barbie world - piano instrumental,https://i.scdn.co/image/ab67616d0000b273534f37efbf740b00483e9f83,N/A
Edward Ong,what i was made for? - acoustic instrumental solo,https://i.scdn.co/image/ab67616d0000b2730d051816e67eb931106543f7,acoustic guitar cover
Chilled Pig,greedy - piano instrumental,https://i.scdn.co/image/ab67616d0000b273a5071139a751ad5f74a6501a,N/A
Chilled Pig,cupid - piano instrumental,https://i.scdn.co/image/ab67616d0000b273b9d04200170acb520ced48f7,N/A
Box of Music,Vampire - Piano Instrumental,https://i.scdn.co/image/ab67616d0000b273561d6734846f04d33a265ab0,N/A
Lowfie,calm down - instrumental lofi,https://i.scdn.co/image/ab67616d0000b2732aa71082749d4f0b5ce54b9b,lo-fi cover
Chilled Pig,dance the night - piano instrumental,https://i.scdn.co/image/ab67616d0000b27325de58ab4e7154f919afe375,N/A
Edward Ong,Kiss Me More - Acoustic Instrumental,https://i.scdn.co/image/ab67616d0000b2737d945867ea344e0f093961d7,acoustic guitar cover
Edward Ong,Kill Bill - Acoustic Instrumental,https://i.scdn.co/image/ab67616d0000b27362097daf5a275cbc4f3ec849,acoustic guitar cover
